Subj.Trial,A,pearson,spearman,hsu,percision
3.52,0.63,3.53E-01,4.41E-01,3.96E-01,4.29E-01
3.53,0,2.42E-01,3.12E-01,2.79E-01,3.06E-01
3.54,0,1.74E-01,2.25E-01,2.01E-01,2.21E-01
3.55,0,2.31E-01,2.98E-01,2.67E-01,2.92E-01
3.56,0,2.20E-01,2.85E-01,2.54E-01,2.79E-01
3.57,0,1.89E-01,2.41E-01,2.15E-01,2.35E-01
3.58,1,3.60E-01,4.50E-01,4.03E-01,4.38E-01
3.59,0,2.01E-01,2.60E-01,2.32E-01,2.54E-01
3.6,0.53,3.07E-01,3.92E-01,3.51E-01,3.82E-01
4.01,0,2.06E-01,2.66E-01,2.38E-01,2.60E-01
4.02,1,3.53E-01,4.56E-01,4.07E-01,4.46E-01
4.03,0,1.69E-01,2.20E-01,1.96E-01,2.15E-01
4.04,1,3.47E-01,4.49E-01,4.01E-01,4.39E-01
4.05,1,3.62E-01,4.67E-01,4.17E-01,4.57E-01
4.06,1,3.44E-01,4.45E-01,3.97E-01,4.35E-01
4.07,1,3.52E-01,4.50E-01,4.01E-01,4.38E-01
4.08,1,3.43E-01,4.44E-01,3.96E-01,4.34E-01
4.09,0,2.43E-01,3.13E-01,2.80E-01,3.06E-01
4.1,1,3.08E-01,3.96E-01,3.53E-01,3.87E-01
4.11,1,3.54E-01,4.57E-01,4.08E-01,4.46E-01
4.12,1,3.70E-01,4.76E-01,4.25E-01,4.65E-01
4.13,1,3.37E-01,4.36E-01,3.88E-01,4.25E-01
4.14,1,3.25E-01,4.21E-01,3.75E-01,4.11E-01
4.15,1,3.42E-01,4.43E-01,3.95E-01,4.33E-01
4.16,0,1.82E-01,2.36E-01,2.11E-01,2.31E-01
4.17,0,1.81E-01,2.35E-01,2.10E-01,2.30E-01
4.18,1,3.44E-01,4.45E-01,3.97E-01,4.34E-01
4.19,0,2.13E-01,2.69E-01,2.41E-01,2.62E-01
4.2,1,3.50E-01,4.52E-01,4.03E-01,4.42E-01
4.21,0,1.75E-01,2.26E-01,2.02E-01,2.21E-01
4.22,0,2.35E-01,3.04E-01,2.72E-01,2.97E-01
4.23,1,3.66E-01,4.72E-01,4.22E-01,4.61E-01
4.24,0,1.90E-01,2.46E-01,2.19E-01,2.40E-01
4.25,1,3.38E-01,4.38E-01,3.90E-01,4.27E-01
4.26,0.37,1.46E-01,1.90E-01,1.70E-01,1.86E-01
4.27,0,1.92E-01,2.48E-01,2.21E-01,2.43E-01
4.28,0,1.74E-01,2.24E-01,2.00E-01,2.19E-01
4.29,0,1.65E-01,2.14E-01,1.91E-01,2.09E-01
4.3,0,2.13E-01,2.76E-01,2.46E-01,2.70E-01
4.31,1,3.50E-01,4.53E-01,4.04E-01,4.43E-01
4.32,0,2.49E-01,3.18E-01,2.85E-01,3.11E-01
4.33,0,2.27E-01,2.93E-01,2.62E-01,2.87E-01
4.34,1,3.69E-01,4.74E-01,4.23E-01,4.63E-01
4.35,0,1.99E-01,2.58E-01,2.31E-01,2.53E-01
4.36,0,1.96E-01,2.54E-01,2.26E-01,2.48E-01
4.37,0,1.98E-01,2.51E-01,2.25E-01,2.45E-01
4.38,1,3.44E-01,4.45E-01,3.97E-01,4.35E-01
4.39,1,3.46E-01,4.48E-01,4.00E-01,4.38E-01
4.4,0,1.58E-01,2.05E-01,1.83E-01,2.01E-01
4.41,1,3.46E-01,4.48E-01,3.99E-01,4.37E-01
4.42,0,1.88E-01,2.44E-01,2.18E-01,2.39E-01
4.43,0,2.31E-01,2.98E-01,2.66E-01,2.92E-01
4.44,1,3.57E-01,4.61E-01,4.11E-01,4.50E-01
4.45,1,3.54E-01,4.56E-01,4.07E-01,4.45E-01
4.46,0,1.77E-01,2.30E-01,2.05E-01,2.25E-01
4.47,0,2.01E-01,2.60E-01,2.33E-01,2.55E-01
4.48,0,1.65E-01,2.14E-01,1.91E-01,2.09E-01
4.49,1,3.62E-01,4.67E-01,4.17E-01,4.56E-01
4.5,0,1.73E-01,2.24E-01,2.00E-01,2.19E-01
4.51,0,2.46E-01,3.17E-01,2.83E-01,3.10E-01
4.52,1,3.53E-01,4.57E-01,4.07E-01,4.46E-01
4.53,0,2.09E-01,2.71E-01,2.42E-01,2.65E-01
4.54,0,1.93E-01,2.49E-01,2.23E-01,2.44E-01
4.55,1,3.68E-01,4.71E-01,4.21E-01,4.60E-01
4.56,0,1.70E-01,2.20E-01,1.96E-01,2.15E-01
4.57,0,1.91E-01,2.48E-01,2.21E-01,2.42E-01
4.58,0,2.23E-01,2.86E-01,2.56E-01,2.80E-01
4.59,1,3.53E-01,4.56E-01,4.07E-01,4.45E-01
4.6,1,3.51E-01,4.54E-01,4.05E-01,4.44E-01
5.01,1,3.47E-01,4.50E-01,4.01E-01,4.39E-01
5.02,0,2.17E-01,2.80E-01,2.50E-01,2.74E-01
5.03,0,1.56E-01,2.02E-01,1.81E-01,1.98E-01
5.04,0,2.02E-01,2.61E-01,2.33E-01,2.56E-01
5.05,0,1.98E-01,2.56E-01,2.29E-01,2.51E-01
5.06,0,2.30E-01,2.97E-01,2.66E-01,2.91E-01
5.07,0,2.10E-01,2.72E-01,2.43E-01,2.66E-01
5.08,1,4.66E-01,5.46E-01,4.95E-01,5.25E-01
5.09,1,3.22E-01,4.16E-01,3.71E-01,4.06E-01
5.1,1,3.43E-01,4.44E-01,3.96E-01,4.34E-01
5.11,0,2.96E-01,3.74E-01,3.36E-01,3.65E-01
5.12,0,2.30E-01,2.97E-01,2.66E-01,2.91E-01
5.13,1,2.99E-01,3.86E-01,3.43E-01,3.76E-01
5.14,0,3.07E-01,3.87E-01,3.47E-01,3.77E-01
5.15,1,3.18E-01,4.11E-01,3.66E-01,4.01E-01
5.16,1,3.33E-01,4.31E-01,3.84E-01,4.21E-01
5.17,0,2.50E-01,3.21E-01,2.88E-01,3.14E-01
5.18,0,2.48E-01,3.20E-01,2.86E-01,3.13E-01
5.19,1,3.17E-01,4.09E-01,3.64E-01,3.99E-01
5.2,1,3.38E-01,4.37E-01,3.89E-01,4.27E-01
5.21,1,3.43E-01,4.44E-01,3.96E-01,4.34E-01
5.22,1,3.43E-01,4.41E-01,3.93E-01,4.30E-01
5.23,0,2.32E-01,2.99E-01,2.67E-01,2.93E-01
5.24,0,2.11E-01,2.73E-01,2.44E-01,2.67E-01
5.25,1,3.23E-01,4.17E-01,3.71E-01,4.07E-01
5.26,0,1.86E-01,2.40E-01,2.15E-01,2.35E-01
5.27,1,3.36E-01,4.35E-01,3.88E-01,4.25E-01
5.28,0,2.37E-01,3.07E-01,2.74E-01,3.00E-01
5.29,1,2.98E-01,3.84E-01,3.42E-01,3.75E-01
5.3,0,1.87E-01,2.43E-01,2.17E-01,2.38E-01
5.31,1,3.91E-01,4.96E-01,4.45E-01,4.84E-01
5.32,0,1.86E-01,2.41E-01,2.15E-01,2.35E-01
5.33,0,2.20E-01,2.85E-01,2.54E-01,2.78E-01
5.34,1,3.46E-01,4.47E-01,3.99E-01,4.37E-01
5.35,1,3.44E-01,4.45E-01,3.97E-01,4.35E-01
5.36,0.83,2.83E-01,3.67E-01,3.27E-01,3.59E-01
5.37,1,3.39E-01,4.39E-01,3.91E-01,4.29E-01
5.38,1,3.52E-01,4.55E-01,4.06E-01,4.45E-01
5.39,1,4.60E-01,5.37E-01,4.88E-01,5.17E-01
5.4,1,3.46E-01,4.47E-01,3.99E-01,4.36E-01
5.41,1,3.40E-01,4.40E-01,3.92E-01,4.29E-01
5.42,0,2.10E-01,2.72E-01,2.43E-01,2.66E-01
5.43,1,3.13E-01,4.04E-01,3.60E-01,3.95E-01
5.44,1,3.43E-01,4.44E-01,3.96E-01,4.34E-01
5.45,1,3.48E-01,4.50E-01,4.01E-01,4.40E-01
5.46,1,3.21E-01,4.14E-01,3.69E-01,4.04E-01
5.47,1,3.34E-01,4.32E-01,3.85E-01,4.22E-01
5.48,0,2.18E-01,2.79E-01,2.50E-01,2.73E-01
5.49,0,2.56E-01,3.29E-01,2.94E-01,3.22E-01
5.5,0,1.79E-01,2.31E-01,2.07E-01,2.27E-01
5.51,1,3.40E-01,4.41E-01,3.93E-01,4.30E-01
5.52,0,1.91E-01,2.48E-01,2.21E-01,2.42E-01
5.53,0,2.03E-01,2.63E-01,2.35E-01,2.57E-01
5.54,0,2.01E-01,2.61E-01,2.33E-01,2.55E-01
5.55,1,3.50E-01,4.53E-01,4.04E-01,4.42E-01
5.56,0.57,2.26E-01,2.94E-01,2.62E-01,2.88E-01
5.57,1,3.47E-01,4.49E-01,4.00E-01,4.39E-01
5.58,1,3.22E-01,4.16E-01,3.71E-01,4.06E-01
5.59,1,3.24E-01,4.18E-01,3.73E-01,4.08E-01
5.6,0,2.12E-01,2.73E-01,2.44E-01,2.68E-01
6.01,0,1.55E-01,2.01E-01,1.79E-01,1.96E-01
6.02,1,3.48E-01,4.50E-01,4.01E-01,4.39E-01
6.03,0,2.22E-01,2.87E-01,2.56E-01,2.81E-01
6.04,1,3.32E-01,4.28E-01,3.81E-01,4.18E-01
6.05,0,1.95E-01,2.53E-01,2.26E-01,2.47E-01
6.06,1,3.41E-01,4.41E-01,3.93E-01,4.31E-01
6.07,0,2.07E-01,2.67E-01,2.39E-01,2.62E-01
6.08,0,1.90E-01,2.46E-01,2.20E-01,2.41E-01
6.09,0,2.42E-01,3.09E-01,2.77E-01,3.02E-01
6.1,0.87,3.03E-01,3.93E-01,3.50E-01,3.84E-01
6.11,0,2.88E-01,3.65E-01,3.27E-01,3.56E-01
6.12,1,3.49E-01,4.52E-01,4.03E-01,4.41E-01
6.13,0,2.07E-01,2.69E-01,2.40E-01,2.63E-01
6.14,1,3.32E-01,4.30E-01,3.83E-01,4.20E-01
6.15,0,2.05E-01,2.66E-01,2.37E-01,2.60E-01
6.16,1,3.62E-01,4.66E-01,4.17E-01,4.56E-01
6.17,0.81,2.89E-01,3.74E-01,3.33E-01,3.65E-01
6.18,0.25,2.29E-01,2.97E-01,2.65E-01,2.90E-01
6.19,0,2.31E-01,2.98E-01,2.67E-01,2.92E-01
6.2,0.49,2.11E-01,2.74E-01,2.44E-01,2.67E-01
6.21,0,2.08E-01,2.67E-01,2.39E-01,2.62E-01
6.22,0,1.91E-01,2.48E-01,2.22E-01,2.43E-01
6.23,0,2.24E-01,2.88E-01,2.58E-01,2.82E-01
6.24,0.99,3.46E-01,4.47E-01,3.99E-01,4.37E-01
6.25,0,1.77E-01,2.28E-01,2.04E-01,2.23E-01
6.26,1,3.31E-01,4.28E-01,3.82E-01,4.18E-01
6.27,1,3.41E-01,4.41E-01,3.93E-01,4.31E-01
6.28,0.53,2.09E-01,2.71E-01,2.42E-01,2.65E-01
6.29,0,1.73E-01,2.24E-01,2.00E-01,2.19E-01
6.3,0,2.04E-01,2.63E-01,2.35E-01,2.58E-01
6.31,0.27,1.89E-01,2.46E-01,2.20E-01,2.41E-01
6.32,1,3.40E-01,4.40E-01,3.92E-01,4.29E-01
6.33,0,2.02E-01,2.62E-01,2.34E-01,2.57E-01
6.34,1,3.39E-01,4.39E-01,3.91E-01,4.29E-01
6.35,1,3.41E-01,4.42E-01,3.94E-01,4.32E-01
6.36,1,3.52E-01,4.55E-01,4.06E-01,4.44E-01
6.37,0.51,2.25E-01,2.92E-01,2.61E-01,2.86E-01
6.38,0,2.10E-01,2.72E-01,2.43E-01,2.66E-01
6.39,0.45,2.42E-01,3.15E-01,2.81E-01,3.08E-01
6.4,0.37,2.36E-01,3.07E-01,2.73E-01,3.00E-01
6.41,0.07,2.20E-01,2.85E-01,2.55E-01,2.79E-01
6.42,1,3.39E-01,4.39E-01,3.91E-01,4.29E-01
6.43,0.29,2.21E-01,2.87E-01,2.56E-01,2.80E-01
6.44,0,2.56E-01,3.26E-01,2.92E-01,3.19E-01
6.45,0.83,2.97E-01,3.86E-01,3.44E-01,3.77E-01
6.46,1,3.25E-01,4.20E-01,3.74E-01,4.10E-01
6.47,0.61,2.75E-01,3.56E-01,3.18E-01,3.48E-01
6.48,0.31,1.14E-01,1.48E-01,1.32E-01,1.45E-01
6.49,1,3.25E-01,4.19E-01,3.74E-01,4.09E-01
6.5,0.49,2.22E-01,2.88E-01,2.57E-01,2.82E-01
6.51,1,3.74E-01,4.80E-01,4.29E-01,4.69E-01
6.52,1,3.28E-01,4.23E-01,3.77E-01,4.14E-01
6.53,0,1.77E-01,2.30E-01,2.05E-01,2.25E-01
6.54,0,1.89E-01,2.44E-01,2.18E-01,2.39E-01
6.55,0.27,2.28E-01,2.95E-01,2.63E-01,2.89E-01
6.56,0.41,2.41E-01,3.12E-01,2.78E-01,3.05E-01
6.57,1,3.63E-01,4.68E-01,4.18E-01,4.58E-01
6.58,0,1.67E-01,2.16E-01,1.93E-01,2.12E-01
6.59,1,3.29E-01,4.25E-01,3.79E-01,4.15E-01
6.6,1,3.38E-01,4.38E-01,3.90E-01,4.28E-01
7.01,0,2.09E-01,2.71E-01,2.42E-01,2.65E-01
7.02,1,3.76E-01,4.78E-01,4.27E-01,4.65E-01
7.03,1,3.65E-01,4.70E-01,4.20E-01,4.59E-01
7.04,0,2.39E-01,3.06E-01,2.74E-01,2.99E-01
7.05,0,1.99E-01,2.57E-01,2.30E-01,2.52E-01
7.06,0,1.89E-01,2.44E-01,2.18E-01,2.38E-01
7.07,1,3.70E-01,4.76E-01,4.25E-01,4.65E-01
7.08,0,1.71E-01,2.21E-01,1.98E-01,2.17E-01
7.09,1,3.65E-01,4.67E-01,4.18E-01,4.56E-01
7.1,1,3.48E-01,4.50E-01,4.01E-01,4.39E-01
7.11,0,2.17E-01,2.80E-01,2.51E-01,2.75E-01
7.12,0,2.90E-01,3.68E-01,3.30E-01,3.60E-01
7.13,1,3.79E-01,4.81E-01,4.30E-01,4.68E-01
7.14,0,1.65E-01,2.14E-01,1.91E-01,2.09E-01
7.15,0,1.72E-01,2.23E-01,1.99E-01,2.19E-01
7.16,1,3.30E-01,4.26E-01,3.80E-01,4.16E-01
7.17,0,1.71E-01,2.21E-01,1.97E-01,2.16E-01
7.18,0,1.68E-01,2.17E-01,1.94E-01,2.13E-01
7.19,0,2.17E-01,2.80E-01,2.50E-01,2.74E-01
7.2,0,1.86E-01,2.39E-01,2.14E-01,2.34E-01
7.21,1,3.39E-01,4.39E-01,3.91E-01,4.29E-01
7.22,0,1.75E-01,2.26E-01,2.02E-01,2.22E-01
7.23,1,6.45E-01,6.58E-01,6.10E-01,6.17E-01
7.24,0,2.15E-01,2.77E-01,2.48E-01,2.71E-01
7.25,1,3.73E-01,4.80E-01,4.29E-01,4.68E-01
7.26,1,3.74E-01,4.80E-01,4.29E-01,4.69E-01
7.27,0,2.10E-01,2.72E-01,2.43E-01,2.67E-01
7.28,0,1.71E-01,2.21E-01,1.97E-01,2.16E-01
7.29,0,2.16E-01,2.79E-01,2.49E-01,2.73E-01
7.3,0,2.04E-01,2.64E-01,2.36E-01,2.59E-01
7.31,0.73,2.49E-01,3.22E-01,2.88E-01,3.15E-01
7.32,1,4.07E-01,5.08E-01,4.57E-01,4.95E-01
7.33,0,3.08E-01,3.63E-01,3.29E-01,3.50E-01
7.34,1,3.36E-01,4.34E-01,3.87E-01,4.24E-01
7.35,1,3.15E-01,4.07E-01,3.63E-01,3.97E-01
7.36,1,3.25E-01,4.20E-01,3.75E-01,4.11E-01
7.37,1,3.50E-01,4.53E-01,4.04E-01,4.43E-01
7.38,0,1.81E-01,2.35E-01,2.10E-01,2.30E-01
7.39,1,4.29E-01,5.24E-01,4.73E-01,5.08E-01
7.4,1,3.49E-01,4.51E-01,4.03E-01,4.41E-01
7.41,1,4.05E-01,5.08E-01,4.56E-01,4.95E-01
7.42,1,3.28E-01,4.24E-01,3.78E-01,4.14E-01
7.43,0,2.53E-01,3.25E-01,2.91E-01,3.18E-01
7.44,0,2.35E-01,3.02E-01,2.70E-01,2.95E-01
7.45,1,3.75E-01,4.79E-01,4.29E-01,4.68E-01
7.46,0,1.54E-01,1.98E-01,1.77E-01,1.94E-01
7.47,0,2.15E-01,2.78E-01,2.48E-01,2.72E-01
7.48,0,2.25E-01,2.88E-01,2.58E-01,2.82E-01
7.49,1,3.44E-01,4.45E-01,3.97E-01,4.35E-01
7.5,0,2.19E-01,2.83E-01,2.53E-01,2.77E-01
7.51,1,3.34E-01,4.32E-01,3.85E-01,4.22E-01
7.52,1,3.42E-01,4.38E-01,3.91E-01,4.27E-01
7.53,0,2.26E-01,2.92E-01,2.61E-01,2.86E-01
7.54,0,2.52E-01,3.22E-01,2.89E-01,3.15E-01
7.55,0,2.11E-01,2.72E-01,2.43E-01,2.66E-01
7.56,1,3.87E-01,4.94E-01,4.43E-01,4.82E-01
7.57,1,3.40E-01,4.40E-01,3.92E-01,4.30E-01
7.58,0,1.83E-01,2.37E-01,2.12E-01,2.32E-01
7.59,0,2.21E-01,2.84E-01,2.54E-01,2.78E-01
7.6,1,3.75E-01,4.82E-01,4.32E-01,4.71E-01
8.01,1,3.50E-01,4.52E-01,4.03E-01,4.42E-01
8.02,0,2.05E-01,2.66E-01,2.37E-01,2.60E-01
8.03,1,3.55E-01,4.58E-01,4.09E-01,4.48E-01
8.04,1,3.50E-01,4.53E-01,4.04E-01,4.42E-01
8.05,0,1.95E-01,2.53E-01,2.26E-01,2.47E-01
8.06,1,3.42E-01,4.42E-01,3.94E-01,4.32E-01
8.07,1,3.46E-01,4.48E-01,3.99E-01,4.38E-01
8.08,0,1.88E-01,2.44E-01,2.18E-01,2.39E-01
8.09,1,3.50E-01,4.53E-01,4.04E-01,4.43E-01
8.1,1,3.51E-01,4.55E-01,4.06E-01,4.44E-01
8.11,1,3.46E-01,4.48E-01,3.99E-01,4.37E-01
8.12,0,1.90E-01,2.46E-01,2.20E-01,2.41E-01
8.13,0,2.13E-01,2.76E-01,2.46E-01,2.70E-01
8.14,0,2.02E-01,2.62E-01,2.34E-01,2.57E-01
8.15,1,3.45E-01,4.47E-01,3.99E-01,4.37E-01
8.16,1,3.54E-01,4.58E-01,4.09E-01,4.47E-01
8.17,1,3.43E-01,4.43E-01,3.95E-01,4.33E-01
8.18,0,1.97E-01,2.55E-01,2.27E-01,2.49E-01
8.19,1,3.47E-01,4.50E-01,4.01E-01,4.39E-01
8.2,0,1.96E-01,2.55E-01,2.27E-01,2.49E-01
8.21,1,3.51E-01,4.54E-01,4.05E-01,4.44E-01
8.22,1,3.68E-01,4.75E-01,4.24E-01,4.64E-01
8.23,1,3.46E-01,4.47E-01,3.99E-01,4.37E-01
8.24,1,3.53E-01,4.56E-01,4.07E-01,4.46E-01
8.25,0,1.85E-01,2.40E-01,2.14E-01,2.35E-01
8.26,1,3.57E-01,4.61E-01,4.12E-01,4.51E-01
8.27,1,3.53E-01,4.56E-01,4.07E-01,4.45E-01
8.28,1,3.49E-01,4.52E-01,4.03E-01,4.42E-01
8.29,0,1.74E-01,2.25E-01,2.01E-01,2.20E-01
8.3,0,1.87E-01,2.42E-01,2.16E-01,2.37E-01
8.31,0,1.48E-01,1.93E-01,1.72E-01,1.89E-01
8.32,1,3.38E-01,4.37E-01,3.89E-01,4.27E-01
8.33,0,1.87E-01,2.43E-01,2.17E-01,2.37E-01
8.34,0,2.07E-01,2.68E-01,2.39E-01,2.62E-01
8.35,1,3.52E-01,4.56E-01,4.07E-01,4.45E-01
8.36,0,1.96E-01,2.54E-01,2.27E-01,2.49E-01
8.37,0,2.12E-01,2.75E-01,2.46E-01,2.69E-01
8.38,0,1.63E-01,2.11E-01,1.88E-01,2.06E-01
8.39,0,1.70E-01,2.20E-01,1.96E-01,2.15E-01
8.4,1,3.44E-01,4.46E-01,3.98E-01,4.36E-01
8.41,1,3.39E-01,4.39E-01,3.91E-01,4.29E-01
8.42,0,1.73E-01,2.24E-01,2.00E-01,2.20E-01
8.43,1,3.57E-01,4.61E-01,4.12E-01,4.51E-01
8.44,1,3.47E-01,4.49E-01,4.00E-01,4.39E-01
8.45,0,1.87E-01,2.43E-01,2.17E-01,2.38E-01
8.46,1,3.58E-01,4.62E-01,4.13E-01,4.52E-01
8.47,0,1.81E-01,2.35E-01,2.10E-01,2.30E-01
8.48,1,3.50E-01,4.53E-01,4.04E-01,4.43E-01
8.49,1,3.56E-01,4.59E-01,4.10E-01,4.49E-01
8.5,0,1.55E-01,2.00E-01,1.79E-01,1.96E-01
8.51,0,1.88E-01,2.44E-01,2.18E-01,2.38E-01
8.52,0,1.82E-01,2.36E-01,2.10E-01,2.31E-01
8.53,0,2.25E-01,2.91E-01,2.60E-01,2.85E-01
8.54,0,2.05E-01,2.65E-01,2.37E-01,2.59E-01
8.55,1,3.60E-01,4.65E-01,4.15E-01,4.54E-01
8.56,1,3.46E-01,4.48E-01,4.00E-01,4.38E-01
8.57,1,3.46E-01,4.48E-01,3.99E-01,4.37E-01
8.58,1,3.48E-01,4.50E-01,4.02E-01,4.40E-01
8.59,0,2.07E-01,2.69E-01,2.40E-01,2.63E-01
8.6,0,1.87E-01,2.42E-01,2.16E-01,2.37E-01
9.01,0,2.30E-01,2.97E-01,2.65E-01,2.91E-01
9.02,0,2.40E-01,3.01E-01,2.70E-01,2.93E-01
9.03,1,3.02E-01,3.89E-01,3.46E-01,3.79E-01
9.04,0,1.61E-01,2.07E-01,1.85E-01,2.03E-01
9.05,1,3.29E-01,4.25E-01,3.79E-01,4.15E-01
9.06,0,2.41E-01,3.00E-01,2.70E-01,2.92E-01
9.07,0,1.31E-01,1.70E-01,1.52E-01,1.66E-01
9.08,1,3.38E-01,4.37E-01,3.90E-01,4.27E-01
9.09,1,3.83E-01,4.86E-01,4.35E-01,4.73E-01
9.1,0,2.31E-01,2.97E-01,2.66E-01,2.90E-01
9.11,1,3.72E-01,4.76E-01,4.26E-01,4.65E-01
9.12,1,2.76E-01,3.54E-01,3.15E-01,3.45E-01
9.13,1,3.80E-01,4.87E-01,4.36E-01,4.75E-01
9.14,0,2.89E-01,3.51E-01,3.17E-01,3.40E-01
9.15,0.01,6.48E-01,6.60E-01,6.13E-01,6.19E-01
9.16,1,3.50E-01,4.53E-01,4.04E-01,4.42E-01
